solveResult, pEnvyFree, solveElapsedTime, totalSolveElaspsedTime, |P|, |I|, cash, fileNumber
2, 0, 0.0104, 2.4952, 3, 3, 1250, 33
2, 0, 0.011, 2.5062, 3, 3, 1300, 33
2, 0, 0.0108, 2.517, 3, 3, 1350, 33
2, 0, 0.0107, 2.5277, 3, 3, 1400, 33
2, 0, 0.0108, 2.5385, 3, 3, 1450, 33
2, 0, 0.0122, 2.5507, 3, 3, 1500, 33
2, 0, 0.0288, 2.5795, 3, 4, 1200, 34
2, 0, 0.01, 2.5896, 3, 4, 1250, 34
2, 0, 0.0112, 2.6007, 3, 4, 1300, 34
2, 0, 0.0105, 2.6112, 3, 4, 1350, 34
2, 0, 0.0103, 2.6215, 3, 4, 1400, 34
2, 0, 0.0111, 2.6326, 3, 4, 1450, 34
2, 0, 0.0114, 2.644, 3, 4, 1500, 34
2, 0, 0.0168, 2.6608, 3, 5, 1200, 35
2, 0, 0.0108, 2.6716, 3, 5, 1250, 35
2, 0, 0.0112, 2.6828, 3, 5, 1300, 35
2, 0, 0.011, 2.6938, 3, 5, 1350, 35
2, 0, 0.0108, 2.7045, 3, 5, 1400, 35
2, 0, 0.0112, 2.7158, 3, 5, 1450, 35
2, 0, 0.012, 2.7278, 3, 5, 1500, 35
2, 0, 0.0252, 2.753, 3, 6, 1200, 36
2, 0, 0.0107, 2.7637, 3, 6, 1250, 36
2, 0, 0.0135, 2.7772, 3, 6, 1300, 36
2, 0, 0.0104, 2.7876, 3, 6, 1350, 36
2, 0, 0.0102, 2.7977, 3, 6, 1400, 36
2, 0, 0.0121, 2.8098, 3, 6, 1450, 36
2, 0, 0.0107, 2.8205, 3, 6, 1500, 36
2, 0, 0.0252, 2.8457, 3, 7, 1200, 37
2, 0, 0.0116, 2.8573, 3, 7, 1250, 37
2, 0, 0.0107, 2.868, 3, 7, 1300, 37
2, 0, 0.0104, 2.8784, 3, 7, 1350, 37
2, 0, 0.0109, 2.8893, 3, 7, 1400, 37
2, 0, 0.0107, 2.9, 3, 7, 1450, 37
2, 0, 0.011, 2.911, 3, 7, 1500, 37
2, 0, 0.0254, 2.9364, 3, 8, 1200, 38
2, 0, 0.0109, 2.9473, 3, 8, 1250, 38
2, 0, 0.0108, 2.9581, 3, 8, 1300, 38
2, 0, 0.0112, 2.9693, 3, 8, 1350, 38
